Code,Company,Industry,Exchange
HIKAL,Hikal Limited,Pharmaceuticals,NSE
HIKLASS,Hi-Klass Trading and Investment Ltd,Other Financial Services,BSE
HIL,HIL Limited,Cement & Cement Products,NSE
HIL,HIL Limited,Cement & Cement Products,BSE
HILIKS,Hiliks Technologies Ltd,Real Estate Investment,BSE
HILTON,Hilton Metal Forging Limited,Other Industrial Products,BSE
HILTON,Hilton Metal Forging Limited,Other Industrial Products,NSE
HIMATSEIDE,Himatsingka Seide Limited,Textiles,NSE
HIMATSEIDE,Himatsingka Seide Limited,Textiles,BSE
HIMFIBP,HIMACHAL FIBRES LTD.,Textiles,BSE
HIMGRANI,HIMALAYA GRANITES LTD.-$,Construction Materials,BSE
HIMTEK,Him Teknoforge Ltd,Auto Parts & Equipment,BSE
HINDADH,HINDUSTAN ADHESIVES LTD.,Plastic Products,BSE
HINDALCO,Hindalco Industries Limited,Aluminium,NSE
HINDALCO,Hindalco Industries Limited,Aluminium,BSE
HINDALUMI,HIND ALUMINIUM INDUSTRIES LTD.-$,Aluminium,BSE
HINDAPL,HINDUSTAN APPLIANCES LTD.,Comm.Trading  & Distribution,BSE
HINDBIO,HINDUSTAN BIO SCIENCES LTD.,IT Software Products,BSE
HINDCOMPOS,Hindustan Composites Limited,Auto Parts & Equipment,BSE
HINDCOMPOS,Hindustan Composites Limited,Auto Parts & Equipment,NSE
HINDCOPPER,Hindustan Copper Limited,Copper,NSE
HINDCOPPER,Hindustan Copper Limited,Copper,BSE
HINDEVER,HINDUSTAN EVEREST TOOLS LTD.,Other Industrial Goods,BSE
HINDHARD,Hindustan Hardy Ltd,Auto Parts & Equipment,BSE
HINDMILL,HINDOOSTAN MILLS LTD.,Textiles,BSE
HINDMOTORS,Hindustan Motors Limited,Cars & Utility Vehicles,NSE
HINDMOTORS,Hindustan Motors Limited,Cars & Utility Vehicles,BSE
HINDNATGLS,Hindusthan National Glass & Industries Limited,Containers & Packaging,NSE
HINDNATGLS,Hindusthan National Glass & Industries Limited,Containers & Packaging,BSE
HINDOILEXP,Hindustan Oil Exploration Company Limited,Exploration & Production,BSE
HINDOILEXP,Hindustan Oil Exploration Company Limited,Exploration & Production,NSE
HINDPETRO,Hindustan Petroleum Corporation Limited,,NSE
HINDPETRO*,HINDUSTAN PETROLEUM CORPORATION LTD.,Refineries/ Petro-Products,BSE
HINDTIN,HINDUSTAN TIN WORKS LTD.-$,Containers & Packaging,BSE
HINDUNILVR,Hindustan Unilever Limited,Personal Products,NSE
HINDUNILVR,Hindustan Unilever Limited,Personal Products,BSE
HINDZINC,Hindustan Zinc Limited,Zinc,BSE
HINDZINC,Hindustan Zinc Limited,Zinc,NSE
HINFLUR,HINDUSTAN FLUOROCARBONS LTD.,Fibres & Plastics,BSE
HIPOLIN,HIPOLIN LTD.,Household Products,BSE
HIRAUTO,HIRA AUTOMOBILES LTD.,Comm.Trading  & Distribution,BSE
HIRECT,Hind Rectifiers Limited,Electronic Components,NSE
HIRECT,Hind Rectifiers Limited,Electronic Components,BSE
HISARMET,HISAR METAL INDUSTRIES LTD.-$,Iron & Steel/Interm.Products,BSE
HISARMETAL,Hisar Metal Industries Limited,,NSE
HISARSP,HISAR SPINNING MILLS LTD.,Textiles,BSE
HITECH,Hi-Tech Pipes Limited,,NSE
HITECHCORP,Hitech Corporation Limited,Containers & Packaging,BSE
HITECHCORP,Hitech Corporation Limited,Containers & Packaging,NSE
HITECHGEAR,The Hi-Tech Gears Limited,Auto Parts & Equipment,BSE
HITECHGEAR,The Hi-Tech Gears Limited,Auto Parts & Equipment,NSE
HITECHWIND,Hi-Tech Winding Systems Ltd,Paper & Paper Products,BSE
HITKITGLO,HIT KIT GLOBAL SOLUTIONS LTD.,IT Software Products,BSE
HITTCO,HITTCO TOOLS LTD.,Industrial Machinery,BSE
HKG,HKG Ltd,Comm.Trading  & Distribution,BSE
HLEGLAS,HLE Glascoat Limited,Industrial Machinery,BSE
HLEGLAS,HLE Glascoat Limited,Industrial Machinery,NSE
HLVLTD,HLV LIMITED,Hotels,NSE
HLVLTD,HLV LIMITED,Hotels,BSE
HMT,HMT Limited,Commercial Vehicles,BSE
HMT,HMT Limited,Commercial Vehicles,NSE
HMVL,Hindustan Media Ventures Limited,Publishing,NSE
HMVL,Hindustan Media Ventures Limited,Publishing,BSE
HNDFDS,Hindustan Foods Limited,Packaged Foods,BSE
HNDFDS,Hindustan Foods Limited,Packaged Foods,NSE
HOCL,HINDUSTAN ORGANIC CHEMICALS LTD.,Commodity Chemicals,BSE
HOMEFIRST,Home First Finance Company India Limited,Housing Finance ,NSE
HOMEFIRST,Home First Finance Company India Limited,Housing Finance ,BSE
HONAUT,Honeywell Automation India Limited,Other Elect.Equip./ Prod.,NSE
HONAUT,Honeywell Automation India Limited,Other Elect.Equip./ Prod.,BSE
HONDAPOWER,Honda India Power Products Limited,Industrial Machinery,BSE
HONDAPOWER,Honda India Power Products Limited,Industrial Machinery,NSE
HOTELRUGBY,Hotel Rugby Limited,Hotels,NSE
HOTELRUGBY,Hotel Rugby Limited,Hotels,BSE
HOTLSILV,H.S.INDIA LTD.,Hotels,BSE
HOVS,HOV Services Limited,BPO/KPO,NSE
HOVS,HOV Services Limited,BPO/KPO,BSE
HOWARHO,HOWARD HOTELS LTD.,Hotels,BSE
HPCOTTON,H.P.COTTON TEXTILE MILLS LTD.,Textiles,BSE
HPL,HPL Electric & Power Limited,Heavy Electrical Equipment,BSE
HPL,HPL Electric & Power Limited,Heavy Electrical Equipment,NSE
HRMNYCP,HARMONY CAPITAL SERVICES LTD.,Misc.Commercial Services,BSE
HRYNSHP,HARIYANA SHIP BREAKERS LTD.-$,Other Industrial Goods,BSE
HSCL,Himadri Speciality Chemical Limited,Specialty Chemicals,BSE
HSCL,Himadri Speciality Chemical Limited,Specialty Chemicals,NSE
HSIL,HSIL Limited,Containers & Packaging,NSE
HSIL,HSIL Limited,Containers & Packaging,BSE
HTMEDIA,HT Media Limited,Publishing,BSE
HTMEDIA,HT Media Limited,Publishing,NSE
HUBTOWN,Hubtown Limited,Realty,BSE
HUBTOWN,Hubtown Limited,Realty,NSE
HUDCO,Housing & Urban Development Corporation Limited,Housing Finance ,BSE
HUDCO,Housing & Urban Development Corporation Limited,Housing Finance ,NSE
HUHTAMAKI,Huhtamaki India Limited,Containers & Packaging,BSE
HUHTAMAKI,Huhtamaki India Limited,Containers & Packaging,NSE
HUIL,Hindusthan Urban Infrastructure Ltd,Electronic Components,BSE
HVL,Hariyana Ventures Ltd,Iron & Steel/Interm.Products,BSE
HYPERSOFT,Hypersoft Technologies Ltd,IT Consulting & Software,BSE
IBINFO,IB INFOTECH ENTERPRISES LTD.,Other Agricultural Products,BSE
IBREALEST,Indiabulls Real Estate Limited,Realty,NSE
IBREALEST,Indiabulls Real Estate Limited,Realty,BSE
IBRIGST,INDIAN BRIGHT STEEL CO.LTD.,Iron & Steel/Interm.Products,BSE
IBULHSGFIN,Indiabulls Housing Finance Limited,Housing Finance ,NSE
IBULHSGFIN,Indiabulls Housing Finance Limited,Housing Finance ,BSE
ICEMAKE,Ice Make Refrigeration Limited,,NSE
ICICI500,ICICI Prudential S&P BSE 500 ETF, ,BSE
ICICIALPLV,&#160;ICICI Prudential Alpha Low Vol 30 ETF&#160;, ,BSE
ICICIB22,BHARAT 22 ETF - ICICI Prudential AMC, ,BSE
ICICIBANK,ICICI Bank Limited,Banks,BSE
ICICIBANK,ICICI Bank Limited,Banks,NSE
ICICIBANKN,ICICI Prudential Bank ETF, ,BSE
ICICIBANKP,ICICI Prudential Private Banks ETF, ,BSE
ICICIGI,ICICI Lombard General Insurance Company Limited,General Insurance,NSE
ICICIGI,ICICI Lombard General Insurance Company Limited,General Insurance,BSE
ICICILOVOL,ICICI Prudential Nifty Low Vol 30 ETF, ,BSE
ICICIM150,ICICI Prudential Midcap 150 ETF, ,BSE
ICICIMCAP,ICICI Prudential Midcap Select ETF, ,BSE
ICICINF100,ICICI Prudential Nifty 100 ETF, ,BSE
ICICINIFTY,ICICI Prudential Nifty ETF, ,BSE
ICICINV20,ICICI Prudential NV20 ETF, ,BSE
ICICINXT50,ICICI Prudential Nifty Next 50 ETF, ,BSE
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Life Insurance,NSE
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Life Insurance,BSE
ICICISENSX,ICICI Prudential Sensex ETF,Other Financial Services,BSE
ICICITECH,ICICI Prudential IT ETF, ,BSE
ICIL,Indo Count Industries Limited,Textiles,NSE
ICIL,Indo Count Industries Limited,Textiles,BSE
ICLORGANIC,ICL Organic Dairy Products Ltd,Packaged Foods,BSE
ICRA,ICRA Limited,Other Financial Services,BSE
ICRA,ICRA Limited,Other Financial Services,NSE
ICSL,Integrated Capital Services Ltd,Consulting Services,BSE
IDBI,IDBI Bank Limited,Banks,NSE
IDBI,IDBI Bank Limited,Banks,BSE
IDEA,Vodafone Idea Limited,Telecom Services,NSE
IDEA,Vodafone Idea Limited,Telecom Services,BSE
IDFC,IDFC Limited,Finance (including NBFCs),BSE
IDFC,IDFC Limited,Finance (including NBFCs),NSE
IDFCEOS6DD,IDFC Equity Opportunity - Series 6 - Direct Plan - Dividend Payout Option, ,BSE
IDFCEOS6DG,IDFC Equity Opportunity - Series 6 - Direct Plan - Growth Option, ,BSE
IDFCEOS6RD,IDFC Equity Opportunity - Series 6 - Regular Plan - Dividend Payout  Option, ,BSE
IDFCEOS6RG,IDFC Equity Opportunity - Series 6 - Regular Plan - Growth Option, ,BSE
IDFCFIRSTB,IDFC First Bank Limited,Banks,BSE
IDFCFIRSTB,IDFC First Bank Limited,Banks,NSE
IDFSENSEXE,IDFC SENSEX ETF, ,BSE
IDINFO,ID Info Business Services Ltd,Other Financial Services,BSE
IDM,INTERNATIONAL DATA MANAGEMENT LTD.,Consulting Services,BSE
IEX,Indian Energy Exchange Limited,Electric Utilities,BSE
IEX,Indian Energy Exchange Limited,Electric Utilities,NSE
IFBAGRO,IFB Agro Industries Limited,Breweries & Distilleries,BSE
IFBAGRO,IFB Agro Industries Limited,Breweries & Distilleries,NSE
IFBIND,IFB Industries Limited,Household Appliances,BSE
IFBIND,IFB Industries Limited,Household Appliances,NSE
IFCI,IFCI Limited,Financial Institutions,NSE
IFCI,IFCI Limited,Financial Institutions,BSE
IFGLEXPOR,IFGL Refractories Limited,Other Industrial Goods,BSE
IFGLEXPOR,IFGL Refractories Limited,Other Industrial Goods,NSE
IFINSEC,INDIA FINSEC LTD.,Finance (including NBFCs),BSE
IFINSER,Interactive Financial Services Ltd,Finance (including NBFCs),BSE
IFL,IFL Enterprises Ltd,Comm.Trading  & Distribution,BSE
IFSL,INTEGRATED FINANCIAL SERVICES LTD.,Finance (including NBFCs),BSE
IGARASHI,Igarashi Motors India Limited,Auto Parts & Equipment,NSE
IGARASHI,Igarashi Motors India Limited,Auto Parts & Equipment,BSE
IGCIL,IGC Industries Ltd,Comm.Trading  & Distribution,BSE
IGL,Indraprastha Gas Limited,Utilities:Non-Elec.,NSE
IGL,Indraprastha Gas Limited,Utilities:Non-Elec.,BSE
IGLFXPL-B,INDO GULF INDUSTRIES LTD.,Specialty Chemicals,BSE
IGPL,IG Petrochemicals Limited,Commodity Chemicals,NSE
IGPL,IG Petrochemicals Limited,Commodity Chemicals,BSE
IGRL,India Green Reality Ltd,Realty,BSE
IIFL,IIFL Finance Limited,Other Financial Services,NSE
IIFL,IIFL Finance Limited,Other Financial Services,BSE
IIFLSEC,IIFL Securities Limited,Other Financial Services,BSE
IIFLSEC,IIFL Securities Limited,Other Financial Services,NSE
IIFLWAM,Iifl Wealth Management Limited,Other Financial Services,NSE
IIFLWAM,Iifl Wealth Management Limited,Other Financial Services,BSE
IISL,Ishaan Infrastructures and Shelters Ltd,Construction & Engineering,BSE
IITL,Industrial Investment Trust Limited,Finance (including NBFCs),NSE
IITL,Industrial Investment Trust Limited,Finance (including NBFCs),BSE
IITLPROJ,IITL PROJECTS LIMITED,Realty,BSE
IKAB,IKAB SECURITIES & INVESTMENT LTD.,Other Financial Services,BSE
IL&FSENGG,IL&FS Engineering and Construction Company Limited,Construction & Engineering,BSE
IL&FSENGG,IL&FS Engineering and Construction Company Limited,Construction & Engineering,NSE
IL&FSTRANS,IL&FS Transportation Networks Limited,Roads & Highways,BSE
IL&FSTRANS,IL&FS Transportation Networks Limited,Roads & Highways,NSE
IMAGICAA,Imagicaaworld Entertainment Limited,Other Leisure Facilities,NSE
IMAGICAA,Imagicaaworld Entertainment Limited,Other Leisure Facilities,BSE
IMCAP,IM+ Capitals Limited,Finance (including NBFCs),BSE
IMEC,Imec Services Ltd,Consulting Services,BSE
IMFA,Indian Metals & Ferro Alloys Limited,Iron & Steel/Interm.Products,BSE
IMFA,Indian Metals & Ferro Alloys Limited,Iron & Steel/Interm.Products,NSE
IMPAL,India Motor Parts and Accessories Limited,Comm.Trading  & Distribution,BSE
IMPAL,India Motor Parts and Accessories Limited,Comm.Trading  & Distribution,NSE
IMPEXFERRO,Impex Ferro Tech Limited,Iron & Steel/Interm.Products,BSE
IMPEXFERRO,Impex Ferro Tech Limited,Iron & Steel/Interm.Products,NSE
INANI,INANI MARBLES & INDUSTRIES LTD.,Construction Materials,BSE
INANISEC,INANI SECURITIES LTD.,Other Financial Services,BSE
INCAP,INCAP LTD.,Other Elect.Equip./ Prod.,BSE
INCON,INCON ENGINEERS LTD.,Industrial Machinery,BSE
INDAG,INDAG RUBBER LTD.-$,Auto Tyres & Rubber Products,BSE
INDAGIV,IND-AGIV COMMERCE LTD.,Comm.Trading  & Distribution,BSE
INDBANK,Indbank Merchant Banking Services Limited,Other Financial Services,NSE
INDBANK,Indbank Merchant Banking Services Limited,Other Financial Services,BSE
INDBNK,IND BANK HOUSING LTD.,Housing Finance ,BSE
INDCEMCAP,INDIA CEMENTS CAPITAL LTD.,Finance (including NBFCs),BSE
INDCTST,INDUCTO STEEL LTD.,Iron & Steel/Interm.Products,BSE
INDERGR,INDERGIRI FINANCE LTD.,Finance (including NBFCs),BSE
INDGELA,INDIA GELATINE & CHEMICALS LTD.-$,Specialty Chemicals,BSE
INDHOTEL,The Indian Hotels Company Limited,Hotels,BSE
INDHOTEL,The Indian Hotels Company Limited,Hotels,NSE
INDIACEM,The India Cements Limited,Cement & Cement Products,NSE
INDIACEM,The India Cements Limited,Cement & Cement Products,BSE
INDIAGLYCO,India Glycols Limited,Commodity Chemicals,NSE
INDIAGLYCO,India Glycols Limited,Commodity Chemicals,BSE
INDIAHOME,INDIA HOME LOAN LTD.,Housing Finance ,BSE
INDIAMART,Indiamart Intermesh Limited,Internet Software & Services,NSE
INDIAMART,Indiamart Intermesh Limited,Internet Software & Services,BSE
INDIANACRY,INDIAN ACRYLICS LTD.,Fibres & Plastics,BSE
INDIANB,Indian Bank,Banks,NSE
INDIANB,Indian Bank,Banks,BSE
INDIANCARD,Indian Card Clothing Company Limited,Textiles,NSE
INDIANCARD,Indian Card Clothing Company Limited,Textiles,BSE
INDIANHUME,Indian Hume Pipe Company Limited,Cement & Cement Products,BSE
INDIANHUME,Indian Hume Pipe Company Limited,Cement & Cement Products,NSE
INDIANVSH,INDIANIVESH LTD.,Finance (including NBFCs),BSE
INDICAP,Inditrade Capital Limited,Other Financial Services,BSE
INDIGO,InterGlobe Aviation Limited,Airlines,NSE
INDIGO,InterGlobe Aviation Limited,Airlines,BSE
INDIGOPNTS,Indigo Paints Limited,Furniture-Furnishing-Paints,BSE
INDIGOPNTS,Indigo Paints Limited,Furniture-Furnishing-Paints,NSE
INDINFO,INDIAN INFOTECH & SOFTWARE LTD.,IT Software Products,BSE
INDINFRA,INDIA INFRASPACE LTD.,Misc.Commercial Services,BSE
INDLEASE,INDIA LEASE DEVELOPMENT LTD.,Finance (including NBFCs),BSE
INDLMETER,IMP Powers Limited,Heavy Electrical Equipment,BSE
INDLMETER,IMP Powers Limited,Heavy Electrical Equipment,NSE
INDNIPPON,India Nippon Electricals Limited,Auto Parts & Equipment,NSE
INDNIPPON,India Nippon Electricals Limited,Auto Parts & Equipment,BSE
INDOAMIN,INDO AMINES LTD.-$,Commodity Chemicals,BSE
INDOASIAF,INDO ASIAN FINANCE LTD.,Finance (including NBFCs),BSE
INDOBORAX,INDO BORAX & CHEMICALS LTD.-$,Commodity Chemicals,BSE
INDOCITY,INDO-CITY INFOTECH LTD.-$,IT Software Products,BSE
INDOCO,Indoco Remedies Limited,Pharmaceuticals,NSE
INDOCO,Indoco Remedies Limited,Pharmaceuticals,BSE
INDOCRED,INDO CREDIT CAPITAL LTD.,Finance (including NBFCs),BSE
INDOEURO,INDO EURO INDCHEM LTD.,Specialty Chemicals,BSE
INDOGLOBAL,Indo-Global Enterprises Ltd,Healthcare Facilities,BSE
INDOKEM,INDOKEM LTD.,Specialty Chemicals,BSE
INDORAMA,Indo Rama Synthetics (India) Limited,Textiles,BSE
INDORAMA,Indo Rama Synthetics (India) Limited,Textiles,NSE
INDOSOLAR,Indosolar Limited,Other Elect.Equip./ Prod.,BSE
INDOSOLAR,Indosolar Limited,Other Elect.Equip./ Prod.,NSE
INDOSTAR,IndoStar Capital Finance Limited,Finance (including NBFCs),NSE
INDOSTAR,IndoStar Capital Finance Limited,Finance (including NBFCs),BSE
INDOTECH,Indo Tech Transformers Limited,Heavy Electrical Equipment,NSE
INDOTECH,Indo Tech Transformers Limited,Heavy Electrical Equipment,BSE
INDOTHAI,Indo Thai Securities Limited,Other Financial Services,NSE
INDOTHAI,Indo Thai Securities Limited,Other Financial Services,BSE
INDOUS,Indo Us Bio-Tech Ltd,Other Agricultural Products,BSE
INDOWIND,Indowind Energy Limited,Electric Utilities,NSE
INDOWIND,Indowind Energy Limited,Electric Utilities,BSE
INDPRUD,INDUSTRIAL & PRUDENTIAL INVESTMENTS CO.LTD.,Investment Companies,BSE
INDRAIND,Indra Industries Ltd,Fertilizers,BSE
INDRAMEDCO,Indraprastha Medical Corporation Limited,Healthcare Facilities,BSE
INDRAMEDCO,Indraprastha Medical Corporation Limited,Healthcare Facilities,NSE
INDRANIB,INDRAYANI BIOTECH LTD.,Other Agricultural Products,BSE
INDRENEW,IND Renewable Energy Ltd,Electric Utilities,BSE
INDSILHYD,INDSIL HYDRO POWER AND MANGANESE LTD.-$,Iron & Steel/Interm.Products,BSE
INDSOYA,INDSOYA LTD.,Misc.Commercial Services,BSE
INDSUCR,INDIAN SUCROSE LTD.,Sugar,BSE
INDSWFTLAB,Ind-Swift Laboratories Limited,Pharmaceuticals,NSE
INDSWFTLAB,Ind-Swift Laboratories Limited,Pharmaceuticals,BSE
INDTERRAIN,Indian Terrain Fashions Limited,Other Apparels & Accessories,BSE
INDTERRAIN,Indian Terrain Fashions Limited,Other Apparels & Accessories,NSE
INDTONER,INDIAN TONERS & DEVELOPERS LTD.-$,Specialty Chemicals,BSE
INDUSFINL,Indus Finance Ltd,Finance (including NBFCs),BSE
INDUSINDBK,IndusInd Bank Limited,Banks,NSE
INDUSINDBK,IndusInd Bank Limited,Banks,BSE
INDUSTOWER,Indus Towers Limited,Other Telecom Services,BSE
INDUSTOWER,Indus Towers Limited,Other Telecom Services,NSE
INEOSSTYRO,INEOS Styrolution India Limited,Specialty Chemicals,BSE
INEOSSTYRO,INEOS Styrolution India Limited,Specialty Chemicals,NSE
INERTIAST,INERTIA STEEL LTD.,Misc.Commercial Services,BSE
INFIBEAM,Infibeam Avenues Limited,Internet Software & Services,NSE
INFIBEAM,Infibeam Avenues Limited,Internet Software & Services,BSE
INFLAME,Inflame Appliances Ltd,Houseware,BSE
INFOBEAN,InfoBeans Technologies Limited,,NSE
INFOMEDIA,Infomedia Press Limited,Publishing,BSE
INFOMEDIA,Infomedia Press Limited,Publishing,NSE
INFORTEC,INFORMED TECHNOLOGIES INDIA LTD.,BPO/KPO,BSE
INFRABEES,NIPPON INDIA ETF INFRA BeES, ,BSE
INFRAIND,INFRA INDUSTRIES LTD.,Plastic Products,BSE
INFRONICS,Infronics Systems Ltd,IT Software Products,BSE
INFY,Infosys Limited,IT Consulting & Software,NSE
INFY,Infosys Limited,IT Consulting & Software,BSE
INGERRAND,Ingersoll Rand (India) Limited,Industrial Machinery,BSE
INGERRAND,Ingersoll Rand (India) Limited,Industrial Machinery,NSE
INLCM,INDIAN LINK CHAIN MANUFACTURES LTD.,Other Industrial Products,BSE
INNOCORP,INNOCORP LTD.,Plastic Products,BSE
INNOVATIVE,Innovative Ideals and Services (India) Ltd,Sp.Consumer Services,BSE
INNOVATORS,Innovators Facade Systems Ltd,Construction & Engineering,BSE
INNOVTEC,INNOVATIVE TECH PACK LTD.,Containers & Packaging,BSE
INOVSYNTH,INNOVASSYNTH INVESTMENTS LTD.,Holding Companies,BSE
INOXLEISUR,INOX Leisure Limited,Specialty Retail,NSE
INOXLEISUR,INOX Leisure Limited,Specialty Retail,BSE
INOXWIND,Inox Wind Limited,Heavy Electrical Equipment,NSE
INOXWIND,Inox Wind Limited,Heavy Electrical Equipment,BSE
INSECTICID,Insecticides (India) Limited,,NSE
INSECTICID*,INSECTICIDES (INDIA) LTD.,Agrochemicals,BSE
INSILCO,INSILCO LTD.,Other Industrial Goods,BSE
INSPIRISYS,Inspirisys Solutions Limited,IT Consulting & Software,NSE
INSPIRISYS,Inspirisys Solutions Limited,IT Consulting & Software,BSE
INTCAPM,INTEGRA CAPITAL MANAGEMENT LTD.,Finance (including NBFCs),BSE
INTECCAP,INTEC CAPITAL LTD.,Other Financial Services,BSE
INTECH,INTEGRATED TECHNOLOGIES LTD.,Electronic Components,BSE
INTEGFD,INTEGRATED PROTEINS LTD.,Edible Oils,BSE
INTEGRAEN,INTEGRA ENGINEERING INDIA LTD.,Industrial Machinery,BSE
INTELLADV,INTELLIVATE CAPITAL ADVISORS LTD.,Other Financial Services,BSE
INTELLCAP,INTELLIVATE CAPITAL VENTURES LTD.,Plastic Products,BSE
INTELLECT,Intellect Design Arena Limited,IT Software Products,BSE
INTELLECT,Intellect Design Arena Limited,IT Software Products,NSE
INTELSOFT,Integra Telecommunication & Software Ltd,IT Consulting & Software,BSE
INTENTECH,Intense Technologies Limited,IT Software Products,NSE
INTENTECH,Intense Technologies Limited,IT Software Products,BSE
INTLCOMBQ,INTERNATIONAL COMBUSTION (INDIA) LTD.,Industrial Machinery,BSE
INTLCONV,INTERNATIONAL CONVEYORS LTD.,Plastic Products,BSE
INTRGLB,INTER GLOBE FINANCE LTD.,Finance (including NBFCs),BSE
INTSTOIL,INTER STATE OIL CARRIER LTD.,Surface Transportation,BSE
INVENTURE,Inventure Growth & Securities Limited,Other Financial Services,NSE
INVENTURE,Inventure Growth & Securities Limited,Other Financial Services,BSE
INVPRECQ,INVESTMENT & PRECISION CASTINGS LTD.,Other Industrial Products,BSE
IOB,Indian Overseas Bank,Banks,NSE
IOB,Indian Overseas Bank,Banks,BSE
IOC,Indian Oil Corporation Limited,Oil Marketing & Distribution,NSE
IOC,Indian Oil Corporation Limited,Oil Marketing & Distribution,BSE
IOLCP,IOL Chemicals and Pharmaceuticals Limited,Pharmaceuticals,BSE
IOLCP,IOL Chemicals and Pharmaceuticals Limited,Pharmaceuticals,NSE
IONEXCHANG,ION EXCHANGE (INDIA) LTD.-$,Industrial Machinery,BSE
IOSYSTEM,IO SYSTEM LTD.,Industrial Machinery,BSE
IPCALAB,IPCA Laboratories Limited,Pharmaceuticals,NSE
IPCALAB,IPCA Laboratories Limited,Pharmaceuticals,BSE
IPRINGLTD,IP RINGS LTD.-$,Auto Parts & Equipment,BSE
IPRU2511,ICICI Prudential Growth Fund Series 3 (Regular Plan - Dividend Payout Option), ,BSE
IPRU3013,ICICI Prudential Value Fund Series 18 - Cumulative Option, ,BSE
IPRU3014,ICICI Prudential Value Fund Series 18 - Dividend Payout Option, ,BSE
IPRU3018,ICICI PRUDENTIAL VALUE FUND - SERIES 19 - CUMULATIVE OPTION, ,BSE
IPRU3019,ICICI PRUDENTIAL VALUE FUND - SERIES 19  - DIVIDEND PAYOUT OPTION, ,BSE
IPRU3034,ICICI Prudential Value Fund - Series 20 - Cumulative Option, ,BSE
IPRU3035,ICICI Prudential Value Fund - Series 20 - Dividend Option, ,BSE
IPRU3095,ICICI Prudential Bharat Consumption Fund - Series 2 - Cumulative Option, ,BSE
IPRU3096,ICICI Prudential Bharat Consumption Fund - Series 2 - Dividend Option, ,BSE
IPRU3143,ICICI Prudential Bharat Consumption Fund  - Series 3 - Cumulative Option, ,BSE
IPRU3144,ICICI Prudential Bharat Consumption Fund  - Series 3 - Dividend Payout Option, ,BSE
IPRU3168,ICICI PRU Bharat Consumption Fund - Sr 4 - Cumulative, ,BSE
IPRU3169,ICICI PRU Bharat Consumption Fund - Sr 4 - Dividend Payout Option, ,BSE
IPRU3218,ICICI Prudential Bharat Consumption Fund - Series 5 - Cumulative Option, ,BSE
IPRU3219,ICICI Prudential Bharat Consumption Fund - Series 5 - Dividend Payout Option, ,BSE
